Property_ID,Buyer_Type,Sales_Channel,Booking_Flag,Quarter_Label,Quarter_Number
PROP005156,other,broker,1,2024-12-31,4
PROP005157,"startup founder","nri desk",1,2023-09-30,3
PROP005158,hni,direct,1,2025-03-31,1
PROP005159,nri,direct,1,2023-06-30,2
PROP005160,hni,broker,1,2024-09-30,3
PROP005161,other,broker,1,2023-12-31,4
PROP005162,cxo,broker,1,2024-12-31,4
PROP005163,"startup founder",direct,1,2023-06-30,2
PROP005164,"startup founder",direct,1,2025-03-31,1
PROP005165,"startup founder",broker,1,2024-09-30,3
PROP005166,cxo,online,1,2023-09-30,3
PROP005167,nri,direct,1,2023-09-30,3
PROP005168,other,direct,1,2023-12-31,4
PROP005169,hni,direct,1,2024-12-31,4
PROP005170,"startup founder",broker,1,2024-12-31,4
PROP005171,"startup founder",direct,1,2023-12-31,4
PROP005172,other,direct,1,2024-06-30,2
PROP005173,other,broker,1,2023-09-30,3
PROP005174,cxo,"nri desk",1,2024-09-30,3
PROP005175,hni,"nri desk",1,2023-06-30,2
PROP005176,other,direct,1,2024-03-31,1
PROP005177,"startup founder",online,1,2024-06-30,2
PROP005178,"startup founder",online,1,2024-06-30,2
PROP005179,cxo,broker,1,2024-12-31,4
PROP005180,other,direct,1,2023-09-30,3
PROP005181,hni,online,1,2024-03-31,1
PROP005182,cxo,online,1,2023-09-30,3
PROP005183,other,"nri desk",1,2023-06-30,2
PROP005184,nri,broker,1,2024-06-30,2
PROP005185,nri,online,1,2024-03-31,1
PROP005186,nri,"nri desk",1,2023-12-31,4
PROP005187,nri,direct,1,2024-03-31,1
PROP005188,nri,direct,1,2023-06-30,2
PROP005189,"startup founder",broker,1,2024-12-31,4
PROP005190,nri,"nri desk",1,2023-06-30,2
PROP005191,hni,broker,1,2023-06-30,2
PROP005192,cxo,online,1,2024-06-30,2
PROP005193,hni,direct,1,2023-06-30,2
PROP005194,"startup founder",broker,1,2024-12-31,4
PROP005195,hni,"nri desk",1,2023-06-30,2
PROP005196,nri,online,1,2024-06-30,2
PROP005197,other,"nri desk",1,2023-12-31,4
PROP005198,other,direct,1,2024-03-31,1
PROP005199,hni,online,1,2025-03-31,1
PROP005200,hni,online,1,2023-06-30,2
PROP005201,cxo,online,1,2024-03-31,1
PROP005202,"startup founder",direct,1,2024-12-31,4
PROP005203,hni,direct,1,2025-03-31,1
PROP005204,"startup founder",online,1,2023-09-30,3
PROP005205,"startup founder","nri desk",1,2024-06-30,2
PROP005206,"startup founder",broker,1,2024-12-31,4
PROP005207,cxo,"nri desk",1,2024-03-31,1
PROP005208,"startup founder",direct,1,2023-06-30,2
PROP005209,hni,online,1,2023-12-31,4
PROP005210,other,online,1,2023-09-30,3
PROP005211,"startup founder",broker,1,2024-06-30,2
PROP005212,other,online,1,2024-06-30,2
PROP005213,"startup founder",direct,1,2023-06-30,2
PROP005214,cxo,online,1,2025-03-31,1
PROP005215,nri,online,1,2024-09-30,3
PROP005216,other,"nri desk",1,2023-12-31,4
PROP005217,other,direct,1,2024-06-30,2
PROP005218,"startup founder",online,1,2024-12-31,4
PROP005219,hni,direct,1,2023-12-31,4
PROP005220,"startup founder",broker,1,2023-09-30,3
PROP005221,other,"nri desk",1,2024-03-31,1
PROP005222,nri,broker,1,2024-12-31,4
PROP005223,hni,direct,1,2024-12-31,4
PROP005224,"startup founder",direct,1,2023-12-31,4
PROP005225,hni,"nri desk",1,2023-12-31,4
PROP005226,"startup founder",online,1,2024-09-30,3
PROP005227,hni,online,1,2024-03-31,1
PROP005228,"startup founder",direct,1,2023-12-31,4
PROP005229,cxo,direct,1,2023-06-30,2
PROP005230,"startup founder",broker,1,2023-09-30,3
PROP005231,"startup founder",online,1,2024-12-31,4
PROP005232,hni,direct,1,2024-12-31,4
PROP005233,nri,direct,1,2023-06-30,2
PROP005234,"startup founder",online,1,2024-06-30,2
PROP005235,other,"nri desk",1,2023-12-31,4
PROP005236,hni,broker,1,2024-09-30,3
PROP005237,cxo,direct,1,2024-12-31,4
PROP005238,nri,"nri desk",1,2025-03-31,1
PROP005239,"startup founder",broker,1,2024-03-31,1
PROP005240,nri,broker,1,2023-12-31,4
PROP005241,nri,direct,1,2024-06-30,2
PROP005242,hni,direct,1,2023-06-30,2
PROP005243,nri,online,1,2023-09-30,3
PROP005244,"startup founder","nri desk",1,2024-06-30,2
PROP005245,nri,online,1,2025-03-31,1
PROP005246,hni,"nri desk",1,2024-09-30,3
PROP005247,hni,broker,1,2025-03-31,1
PROP005248,cxo,direct,1,2024-03-31,1
PROP005249,"startup founder",broker,1,2024-12-31,4
PROP005250,other,"nri desk",1,2024-09-30,3
PROP005251,cxo,broker,1,2023-12-31,4
PROP005252,"startup founder",direct,1,2024-09-30,3
PROP005253,hni,"nri desk",1,2024-12-31,4
PROP005254,other,online,1,2023-09-30,3
PROP005255,cxo,online,1,2023-12-31,4
PROP005256,other,"nri desk",1,2023-12-31,4
PROP005257,cxo,direct,1,2024-12-31,4
PROP005258,other,broker,1,2025-03-31,1
PROP005259,other,broker,1,2024-03-31,1
PROP005260,"startup founder",online,1,2024-09-30,3
PROP005261,hni,"nri desk",1,2023-06-30,2
PROP005262,"startup founder","nri desk",1,2024-03-31,1
PROP005263,"startup founder","nri desk",1,2023-12-31,4
PROP005264,hni,"nri desk",1,2024-03-31,1
PROP005265,nri,online,1,2023-06-30,2
PROP005266,nri,"nri desk",1,2023-09-30,3
PROP005267,nri,direct,1,2023-12-31,4
PROP005268,"startup founder",broker,1,2023-06-30,2
PROP005269,"startup founder",broker,1,2023-09-30,3
PROP005270,cxo,broker,1,2024-06-30,2
PROP005271,other,broker,1,2024-06-30,2
PROP005272,"startup founder",online,1,2025-03-31,1
PROP005273,cxo,broker,1,2023-06-30,2
PROP005274,hni,broker,1,2024-06-30,2
PROP005275,hni,broker,1,2025-03-31,1
PROP005276,"startup founder",direct,1,2024-12-31,4
PROP005277,other,online,1,2023-06-30,2
PROP005278,cxo,broker,1,2024-09-30,3
PROP005279,other,online,1,2025-03-31,1
PROP005280,hni,direct,1,2025-03-31,1
PROP005281,hni,broker,1,2024-09-30,3
PROP005282,other,direct,1,2023-06-30,2
PROP005283,hni,"nri desk",1,2023-12-31,4
PROP005284,other,online,1,2024-03-31,1
PROP005285,nri,"nri desk",1,2024-09-30,3
PROP005286,"startup founder",broker,1,2023-12-31,4
PROP005287,other,online,1,2024-03-31,1
PROP005288,cxo,"nri desk",1,2023-09-30,3
PROP005289,hni,"nri desk",1,2023-09-30,3
PROP005290,cxo,online,1,2023-12-31,4
PROP005291,cxo,"nri desk",1,2023-06-30,2
PROP005292,nri,online,1,2024-09-30,3
PROP005293,nri,"nri desk",1,2025-03-31,1
PROP005294,nri,online,1,2024-06-30,2
PROP005295,"startup founder",direct,1,2024-03-31,1
PROP005296,nri,broker,1,2024-03-31,1
PROP005297,other,online,1,2023-09-30,3
PROP005298,other,"nri desk",1,2023-09-30,3
PROP005299,other,online,1,2023-12-31,4
PROP005300,hni,"nri desk",1,2024-03-31,1
PROP005301,cxo,"nri desk",1,2023-09-30,3
PROP005302,hni,direct,1,2023-12-31,4
PROP005303,nri,direct,1,2023-12-31,4
PROP005304,cxo,"nri desk",1,2023-12-31,4
PROP005305,"startup founder",broker,1,2024-06-30,2
PROP005306,nri,"nri desk",1,2023-06-30,2
PROP005307,other,online,1,2024-06-30,2
PROP005308,nri,direct,1,2024-12-31,4
PROP005309,hni,"nri desk",1,2023-06-30,2
PROP005310,other,broker,1,2023-09-30,3
PROP005311,cxo,broker,1,2023-09-30,3
PROP005312,"startup founder","nri desk",1,2024-03-31,1
PROP005313,other,broker,1,2025-03-31,1
PROP005314,"startup founder",online,1,2024-03-31,1
PROP005315,hni,direct,1,2024-03-31,1
PROP005316,other,broker,1,2024-03-31,1
PROP005317,nri,direct,1,2025-03-31,1
PROP005318,hni,broker,1,2023-09-30,3
PROP005319,other,"nri desk",1,2024-12-31,4
PROP005320,cxo,broker,1,2024-03-31,1
PROP005321,other,"nri desk",1,2023-06-30,2
PROP005322,cxo,direct,1,2024-03-31,1
PROP005323,hni,broker,1,2024-06-30,2
PROP005324,cxo,online,1,2024-06-30,2
PROP005325,"startup founder","nri desk",1,2025-03-31,1
PROP005326,nri,"nri desk",1,2025-03-31,1
PROP005327,"startup founder",online,1,2024-06-30,2
PROP005328,other,direct,1,2023-06-30,2
PROP005329,nri,broker,1,2023-09-30,3
PROP005330,hni,broker,1,2023-06-30,2
PROP005331,"startup founder",broker,1,2023-09-30,3
PROP005332,other,broker,1,2023-12-31,4
PROP005333,hni,direct,1,2023-09-30,3
PROP005334,nri,"nri desk",1,2023-12-31,4
PROP005335,other,direct,1,2024-12-31,4
PROP005336,other,"nri desk",1,2024-09-30,3
PROP005337,hni,direct,1,2024-03-31,1
PROP005338,other,online,1,2023-09-30,3
PROP005339,nri,broker,1,2024-06-30,2
PROP005340,cxo,online,1,2024-12-31,4
PROP005341,"startup founder",broker,1,2023-12-31,4
PROP005342,cxo,"nri desk",1,2025-03-31,1
PROP005343,"startup founder",direct,1,2024-12-31,4
PROP005344,cxo,broker,1,2023-06-30,2
PROP005345,hni,broker,1,2025-03-31,1
PROP005346,other,online,1,2023-06-30,2
PROP005347,other,online,1,2024-12-31,4
PROP005348,hni,broker,1,2023-12-31,4
PROP005349,other,"nri desk",1,2023-09-30,3
PROP005350,hni,"nri desk",1,2023-06-30,2
PROP005351,nri,broker,1,2023-12-31,4
PROP005352,nri,online,1,2024-06-30,2
PROP005353,"startup founder",direct,1,2023-06-30,2
PROP005354,cxo,direct,1,2023-06-30,2
PROP005355,other,broker,1,2025-03-31,1
PROP005356,hni,"nri desk",1,2023-06-30,2
PROP005357,cxo,broker,1,2023-06-30,2
PROP005358,"startup founder",broker,1,2025-03-31,1
PROP005359,hni,"nri desk",1,2023-09-30,3
PROP005360,other,online,1,2024-03-31,1
PROP005361,nri,direct,1,2025-03-31,1
PROP005362,"startup founder",broker,1,2025-03-31,1
PROP005363,other,broker,1,2023-06-30,2
PROP005364,cxo,online,1,2024-09-30,3
PROP005365,other,online,1,2024-03-31,1
PROP005366,hni,broker,1,2023-12-31,4
PROP005367,cxo,online,1,2024-09-30,3
PROP005368,nri,"nri desk",1,2023-09-30,3
PROP005369,nri,broker,1,2024-09-30,3
PROP005370,nri,online,1,2025-03-31,1
PROP005371,other,direct,1,2023-09-30,3
PROP005372,hni,online,1,2024-03-31,1
PROP005373,hni,broker,1,2024-03-31,1
PROP005374,cxo,online,1,2024-09-30,3
PROP005375,"startup founder","nri desk",1,2025-03-31,1
PROP005376,nri,"nri desk",1,2023-12-31,4
PROP005377,cxo,online,1,2024-12-31,4
PROP005378,other,online,1,2024-12-31,4
PROP005379,hni,"nri desk",1,2023-12-31,4
PROP005380,other,direct,1,2024-09-30,3
PROP005381,cxo,broker,1,2023-12-31,4
PROP005382,cxo,"nri desk",1,2024-12-31,4
PROP005383,cxo,broker,1,2024-06-30,2
PROP005384,cxo,direct,1,2024-06-30,2
PROP005385,"startup founder",broker,1,2023-09-30,3
PROP005386,hni,online,1,2023-09-30,3
PROP005387,cxo,direct,1,2024-09-30,3
PROP005388,nri,"nri desk",1,2024-06-30,2
PROP005389,"startup founder",online,1,2024-12-31,4
PROP005390,hni,"nri desk",1,2024-12-31,4
PROP005391,"startup founder",broker,1,2024-12-31,4
PROP005392,cxo,online,1,2023-09-30,3
PROP005393,nri,direct,1,2024-03-31,1
PROP005394,"startup founder",broker,1,2024-09-30,3
PROP005395,other,direct,1,2024-09-30,3
PROP005396,"startup founder",broker,1,2023-12-31,4
PROP005397,other,online,1,2024-06-30,2
PROP005398,other,"nri desk",1,2024-03-31,1
PROP005399,nri,"nri desk",1,2024-03-31,1
PROP005400,hni,direct,1,2024-09-30,3
PROP005401,hni,direct,1,2023-09-30,3
PROP005402,hni,"nri desk",1,2023-06-30,2
PROP005403,nri,"nri desk",1,2023-09-30,3
PROP005404,other,online,1,2023-09-30,3
PROP005405,other,online,1,2024-09-30,3
PROP005406,nri,direct,1,2023-09-30,3
PROP005407,cxo,direct,1,2024-06-30,2
PROP005408,other,broker,1,2023-09-30,3
PROP005409,other,direct,1,2023-12-31,4
PROP005410,other,direct,1,2024-09-30,3
PROP005411,"startup founder","nri desk",1,2023-12-31,4
PROP005412,other,broker,1,2024-03-31,1
PROP005413,cxo,"nri desk",1,2024-06-30,2
PROP005414,other,"nri desk",1,2024-03-31,1
PROP005415,cxo,broker,1,2025-03-31,1
PROP005416,cxo,direct,1,2023-06-30,2
PROP005417,"startup founder",online,1,2024-03-31,1
PROP005418,nri,"nri desk",1,2023-09-30,3
PROP005419,cxo,online,1,2023-06-30,2
PROP005420,nri,"nri desk",1,2024-09-30,3
PROP005421,"startup founder",online,1,2024-06-30,2
PROP005422,nri,broker,1,2024-12-31,4
PROP005423,other,"nri desk",1,2025-03-31,1
PROP005424,"startup founder",online,1,2024-03-31,1
PROP005425,cxo,online,1,2024-09-30,3
PROP005426,other,direct,1,2023-06-30,2
PROP005427,cxo,online,1,2024-03-31,1
PROP005428,nri,online,1,2023-09-30,3
PROP005429,cxo,online,1,2024-06-30,2
PROP005430,cxo,direct,1,2024-03-31,1
PROP005431,"startup founder",direct,1,2024-12-31,4
PROP005432,other,"nri desk",1,2023-06-30,2
PROP005433,other,online,1,2024-12-31,4
PROP005434,other,online,1,2023-12-31,4
PROP005435,nri,broker,1,2024-09-30,3
PROP005436,hni,online,1,2025-03-31,1
PROP005437,"startup founder",direct,1,2024-12-31,4
PROP005438,hni,direct,1,2025-03-31,1
PROP005439,nri,broker,1,2023-12-31,4
PROP005440,nri,broker,1,2024-03-31,1
PROP005441,"startup founder","nri desk",1,2024-09-30,3
PROP005442,cxo,direct,1,2025-03-31,1
PROP005443,other,"nri desk",1,2023-09-30,3
PROP005444,"startup founder","nri desk",1,2024-06-30,2
PROP005445,nri,"nri desk",1,2023-12-31,4
PROP005446,cxo,"nri desk",1,2024-06-30,2
PROP005447,nri,direct,1,2023-09-30,3
PROP005448,hni,online,1,2024-03-31,1
PROP005449,cxo,online,1,2024-06-30,2
PROP005450,nri,direct,1,2024-12-31,4
PROP005451,nri,broker,1,2023-12-31,4
PROP005452,"startup founder","nri desk",1,2023-12-31,4
PROP005453,"startup founder",online,1,2023-09-30,3
PROP005454,other,direct,1,2024-12-31,4
PROP005455,nri,online,1,2024-12-31,4
PROP005456,other,"nri desk",1,2023-12-31,4
PROP005457,"startup founder","nri desk",1,2023-06-30,2
PROP005458,hni,"nri desk",1,2024-12-31,4
PROP005459,nri,"nri desk",1,2024-06-30,2
PROP005460,cxo,broker,1,2024-03-31,1
PROP005461,"startup founder",direct,1,2023-12-31,4
PROP005462,"startup founder",online,1,2025-03-31,1
PROP005463,nri,direct,1,2023-06-30,2
PROP005464,nri,online,1,2023-09-30,3
PROP005465,other,"nri desk",1,2025-03-31,1
PROP005466,other,online,1,2024-03-31,1
PROP005467,"startup founder",online,1,2024-03-31,1
PROP005468,nri,broker,1,2025-03-31,1
PROP005469,"startup founder",direct,1,2024-06-30,2
PROP005470,nri,online,1,2025-03-31,1
PROP005471,cxo,direct,1,2023-06-30,2
PROP005472,cxo,"nri desk",1,2024-12-31,4
PROP005473,"startup founder",direct,1,2025-03-31,1
PROP005474,other,direct,1,2024-12-31,4
PROP005475,cxo,direct,1,2024-03-31,1
PROP005476,nri,direct,1,2025-03-31,1
PROP005477,nri,online,1,2023-12-31,4
PROP005478,"startup founder",direct,1,2023-06-30,2
PROP005479,"startup founder",online,1,2024-03-31,1
PROP005480,other,"nri desk",1,2024-06-30,2
PROP005481,"startup founder","nri desk",1,2024-03-31,1
PROP005482,other,direct,1,2023-09-30,3
PROP005483,nri,online,1,2023-12-31,4
PROP005484,hni,direct,1,2024-03-31,1
PROP005485,other,online,1,2024-09-30,3
PROP005486,nri,"nri desk",1,2023-12-31,4
PROP005487,cxo,direct,1,2024-09-30,3
PROP005488,nri,"nri desk",1,2024-03-31,1
PROP005489,cxo,"nri desk",1,2024-06-30,2
PROP005490,"startup founder",direct,1,2023-09-30,3
PROP005491,hni,online,1,2024-12-31,4
PROP005492,hni,online,1,2023-09-30,3
PROP005493,hni,broker,1,2024-09-30,3
PROP005494,other,broker,1,2024-12-31,4
PROP005495,other,"nri desk",1,2025-03-31,1
PROP005496,cxo,direct,1,2024-06-30,2
PROP005497,nri,"nri desk",1,2023-12-31,4
PROP005498,other,direct,1,2024-06-30,2
PROP005499,other,direct,1,2024-03-31,1
PROP005500,cxo,"nri desk",1,2024-06-30,2
PROP005501,"startup founder",direct,1,2023-12-31,4
PROP005502,other,broker,1,2024-12-31,4
PROP005503,other,broker,1,2023-09-30,3
PROP005504,other,online,1,2023-06-30,2
PROP005505,hni,"nri desk",1,2023-06-30,2
PROP005506,nri,broker,1,2023-06-30,2
PROP005507,other,online,1,2023-06-30,2
PROP005508,cxo,broker,1,2024-09-30,3
PROP005509,cxo,online,1,2024-12-31,4
PROP005510,other,"nri desk",1,2024-03-31,1
PROP005511,hni,online,1,2024-03-31,1
PROP005512,hni,"nri desk",1,2024-03-31,1
PROP005513,hni,broker,1,2024-06-30,2
PROP005514,cxo,online,1,2025-03-31,1
PROP005515,cxo,"nri desk",1,2023-12-31,4
PROP005516,other,"nri desk",1,2024-06-30,2
PROP005517,hni,"nri desk",1,2023-09-30,3
PROP005518,hni,online,1,2023-06-30,2
PROP005519,nri,online,1,2024-06-30,2
PROP005520,"startup founder",online,1,2024-03-31,1
PROP005521,hni,online,1,2024-06-30,2
PROP005522,other,"nri desk",1,2023-06-30,2
PROP005523,"startup founder","nri desk",1,2025-03-31,1
PROP005524,nri,online,1,2024-06-30,2
PROP005525,other,direct,1,2024-09-30,3
PROP005526,hni,broker,1,2023-12-31,4
PROP005527,other,"nri desk",1,2023-09-30,3
PROP005528,hni,direct,1,2023-06-30,2
PROP005529,hni,online,1,2023-09-30,3
PROP005530,other,"nri desk",1,2024-12-31,4
PROP005531,hni,online,1,2024-06-30,2
PROP005532,hni,online,1,2023-12-31,4
PROP005533,"startup founder",broker,1,2023-09-30,3
PROP005534,"startup founder",broker,1,2024-03-31,1
PROP005535,nri,"nri desk",1,2023-09-30,3
PROP005536,nri,direct,1,2023-12-31,4
PROP005537,other,direct,1,2024-09-30,3
PROP005538,cxo,online,1,2023-12-31,4
PROP005539,"startup founder",broker,1,2024-09-30,3
PROP005540,cxo,"nri desk",1,2024-09-30,3
PROP005541,"startup founder",broker,1,2023-06-30,2
PROP005542,cxo,direct,1,2024-03-31,1
PROP005543,nri,"nri desk",1,2025-03-31,1
PROP005544,nri,"nri desk",1,2023-09-30,3
PROP005545,other,online,1,2024-03-31,1
PROP005546,cxo,"nri desk",1,2023-06-30,2
PROP005547,hni,broker,1,2024-03-31,1
PROP005548,nri,online,1,2023-12-31,4
PROP005549,other,"nri desk",1,2023-12-31,4
PROP005550,nri,online,1,2024-03-31,1
PROP005551,"startup founder",direct,1,2024-12-31,4
PROP005552,nri,"nri desk",1,2024-12-31,4
PROP005553,nri,online,1,2023-06-30,2
PROP005554,"startup founder",direct,1,2025-03-31,1
PROP005555,cxo,online,1,2025-03-31,1
PROP005556,"startup founder",broker,1,2023-09-30,3
PROP005557,other,online,1,2024-09-30,3
PROP005558,hni,"nri desk",1,2024-09-30,3
PROP005559,"startup founder",direct,1,2023-06-30,2
PROP005560,"startup founder","nri desk",1,2025-03-31,1
PROP005561,"startup founder",broker,1,2023-12-31,4
PROP005562,cxo,online,1,2025-03-31,1
PROP005563,cxo,online,1,2024-03-31,1
PROP005564,cxo,direct,1,2023-09-30,3
PROP005565,"startup founder","nri desk",1,2025-03-31,1
PROP005566,other,"nri desk",1,2024-12-31,4
PROP005567,"startup founder","nri desk",1,2025-03-31,1
PROP005568,nri,"nri desk",1,2024-03-31,1
PROP005569,nri,direct,1,2024-03-31,1
PROP005570,other,"nri desk",1,2024-12-31,4
PROP005571,"startup founder",direct,1,2023-09-30,3
PROP005572,other,broker,1,2023-09-30,3
PROP005573,nri,"nri desk",1,2025-03-31,1
PROP005574,hni,"nri desk",1,2025-03-31,1
PROP005575,nri,broker,1,2023-06-30,2
PROP005576,"startup founder",direct,1,2023-09-30,3
PROP005577,cxo,online,1,2024-03-31,1
PROP005578,cxo,direct,1,2024-12-31,4
PROP005579,other,broker,1,2023-09-30,3
PROP005580,cxo,direct,1,2024-06-30,2
PROP005581,hni,online,1,2024-09-30,3
PROP005582,"startup founder",direct,1,2024-12-31,4
PROP005583,hni,online,1,2024-09-30,3
PROP005584,nri,broker,1,2023-12-31,4
PROP005585,other,"nri desk",1,2024-09-30,3
PROP005586,"startup founder","nri desk",1,2023-09-30,3
PROP005587,"startup founder",direct,1,2024-03-31,1
PROP005588,nri,"nri desk",1,2024-12-31,4
PROP005589,cxo,online,1,2024-03-31,1
PROP005590,other,online,1,2024-12-31,4
PROP005591,"startup founder",broker,1,2023-09-30,3
PROP005592,hni,online,1,2024-06-30,2
PROP005593,"startup founder",direct,1,2023-12-31,4
PROP005594,nri,direct,1,2023-12-31,4
PROP005595,hni,"nri desk",1,2024-06-30,2
PROP005596,nri,online,1,2025-03-31,1
PROP005597,cxo,online,1,2023-06-30,2
PROP005598,nri,"nri desk",1,2025-03-31,1
PROP005599,"startup founder",direct,1,2023-09-30,3
PROP005600,hni,online,1,2023-12-31,4
PROP005601,"startup founder","nri desk",1,2025-03-31,1
PROP005602,hni,"nri desk",1,2023-09-30,3
PROP005603,hni,"nri desk",1,2023-09-30,3
PROP005604,nri,broker,1,2023-09-30,3
PROP005605,cxo,"nri desk",1,2024-06-30,2
PROP005606,nri,"nri desk",1,2025-03-31,1
PROP005607,cxo,online,1,2023-06-30,2
PROP005608,"startup founder","nri desk",1,2025-03-31,1
PROP005609,cxo,direct,1,2024-12-31,4
PROP005610,"startup founder",direct,1,2024-12-31,4
PROP005611,nri,online,1,2024-03-31,1
PROP005612,cxo,direct,1,2025-03-31,1
PROP005613,other,online,1,2023-06-30,2
PROP005614,hni,online,1,2024-06-30,2
PROP005615,cxo,direct,1,2024-12-31,4
PROP005616,hni,online,1,2025-03-31,1
PROP005617,nri,online,1,2023-06-30,2
PROP005618,nri,direct,1,2024-12-31,4
PROP005619,cxo,"nri desk",1,2024-09-30,3
PROP005620,"startup founder",broker,1,2023-12-31,4
PROP005621,cxo,direct,1,2023-09-30,3
PROP005622,"startup founder","nri desk",1,2023-12-31,4
PROP005623,hni,online,1,2024-06-30,2
PROP005624,"startup founder",online,1,2024-06-30,2
PROP005625,hni,online,1,2023-12-31,4
PROP005626,other,online,1,2023-09-30,3
PROP005627,hni,"nri desk",1,2024-03-31,1
PROP005628,"startup founder","nri desk",1,2023-09-30,3
PROP005629,hni,"nri desk",1,2023-06-30,2
PROP005630,nri,direct,1,2023-06-30,2
PROP005631,"startup founder",direct,1,2024-06-30,2
PROP005632,hni,online,1,2023-06-30,2
PROP005633,"startup founder",broker,1,2023-09-30,3
PROP005634,"startup founder",online,1,2024-09-30,3
PROP005635,"startup founder",direct,1,2024-06-30,2
PROP005636,nri,"nri desk",1,2024-06-30,2
PROP005637,other,broker,1,2023-06-30,2
PROP005638,hni,direct,1,2023-06-30,2
PROP005639,nri,"nri desk",1,2023-09-30,3
PROP005640,other,direct,1,2023-06-30,2
PROP005641,other,"nri desk",1,2023-12-31,4
PROP005642,hni,direct,1,2025-03-31,1
PROP005643,other,"nri desk",1,2023-06-30,2
PROP005644,other,"nri desk",1,2025-03-31,1
PROP005645,cxo,broker,1,2024-06-30,2
PROP005646,nri,direct,1,2024-06-30,2
PROP005647,nri,broker,1,2023-09-30,3
PROP005648,"startup founder",broker,1,2025-03-31,1
PROP005649,other,broker,1,2024-12-31,4
PROP005650,cxo,"nri desk",1,2025-03-31,1
PROP005651,"startup founder","nri desk",1,2023-12-31,4
PROP005652,"startup founder",online,1,2025-03-31,1
PROP005653,nri,online,1,2024-12-31,4
PROP005654,"startup founder",online,1,2024-03-31,1
PROP005655,nri,online,1,2024-03-31,1
PROP005656,cxo,broker,1,2023-06-30,2
PROP005657,nri,broker,1,2024-09-30,3
PROP005658,nri,broker,1,2024-09-30,3
PROP005659,other,direct,1,2023-06-30,2
PROP005660,"startup founder",direct,1,2025-03-31,1
PROP005661,hni,direct,1,2025-03-31,1
PROP005662,hni,online,1,2023-06-30,2
PROP005663,nri,direct,1,2024-06-30,2
PROP005664,"startup founder","nri desk",1,2023-06-30,2
PROP005665,"startup founder",broker,1,2024-03-31,1
PROP005666,cxo,broker,1,2023-09-30,3
PROP005667,nri,broker,1,2025-03-31,1
PROP005668,"startup founder",broker,1,2023-12-31,4
PROP005669,nri,broker,1,2023-12-31,4
PROP005670,nri,direct,1,2024-03-31,1
PROP005671,other,"nri desk",1,2024-09-30,3
PROP005672,nri,broker,1,2024-12-31,4
PROP005673,cxo,direct,1,2024-09-30,3
PROP005674,"startup founder",broker,1,2023-09-30,3
PROP005675,cxo,broker,1,2023-06-30,2
PROP005676,other,online,1,2023-09-30,3
PROP005677,other,"nri desk",1,2024-12-31,4
PROP005678,hni,"nri desk",1,2025-03-31,1
PROP005679,hni,online,1,2025-03-31,1
PROP005680,cxo,direct,1,2023-06-30,2
PROP005681,other,online,1,2024-12-31,4
PROP005682,hni,"nri desk",1,2024-09-30,3
PROP005683,other,broker,1,2024-09-30,3
PROP005684,cxo,"nri desk",1,2024-03-31,1
PROP005685,cxo,"nri desk",1,2025-03-31,1
PROP005686,hni,"nri desk",1,2023-06-30,2
PROP005687,"startup founder",online,1,2024-06-30,2
PROP005688,nri,"nri desk",1,2024-03-31,1
PROP005689,hni,online,1,2024-12-31,4
PROP005690,other,broker,1,2023-12-31,4
PROP005691,other,"nri desk",1,2023-12-31,4
PROP005692,other,direct,1,2023-06-30,2
PROP005693,cxo,"nri desk",1,2023-06-30,2
PROP005694,cxo,"nri desk",1,2024-06-30,2
PROP005695,hni,broker,1,2024-06-30,2
PROP005696,other,direct,1,2024-09-30,3
PROP005697,nri,"nri desk",1,2023-12-31,4
PROP005698,hni,direct,1,2023-12-31,4
PROP005699,cxo,online,1,2024-12-31,4
PROP005700,nri,broker,1,2024-09-30,3
PROP005701,cxo,online,1,2024-09-30,3
PROP005702,other,online,1,2023-12-31,4
PROP005703,"startup founder","nri desk",1,2023-12-31,4
PROP005704,hni,online,1,2024-06-30,2
PROP005705,nri,direct,1,2023-06-30,2
PROP005706,other,broker,1,2023-12-31,4
PROP005707,"startup founder",broker,1,2023-12-31,4
PROP005708,"startup founder",broker,1,2023-06-30,2
PROP005709,hni,broker,1,2023-06-30,2
PROP005710,"startup founder",direct,1,2024-03-31,1
PROP005711,nri,online,1,2024-12-31,4
PROP005712,hni,broker,1,2024-12-31,4
PROP005713,other,direct,1,2023-06-30,2
PROP005714,hni,online,1,2023-12-31,4
PROP005715,nri,online,1,2024-09-30,3
PROP005716,cxo,online,1,2025-03-31,1
PROP005717,cxo,"nri desk",1,2025-03-31,1
PROP005718,hni,"nri desk",1,2024-03-31,1
PROP005719,nri,"nri desk",1,2024-06-30,2
PROP005720,"startup founder",online,1,2023-09-30,3
PROP005721,other,broker,1,2023-12-31,4
PROP005722,cxo,"nri desk",1,2024-06-30,2
PROP005723,"startup founder",broker,1,2023-12-31,4
PROP005724,nri,broker,1,2023-12-31,4
PROP005725,"startup founder",online,1,2023-09-30,3
PROP005726,"startup founder",online,1,2023-12-31,4
PROP005727,hni,broker,1,2024-09-30,3
PROP005728,hni,online,1,2023-09-30,3
PROP005729,"startup founder",broker,1,2024-09-30,3
PROP005730,hni,direct,1,2025-03-31,1
PROP005731,other,direct,1,2025-03-31,1
PROP005732,"startup founder",broker,1,2024-12-31,4
PROP005733,cxo,direct,1,2024-06-30,2
