Locality_Infra_Score,avg_conversion_rate
7.82753,1.0000
6.91501,1.0000
8.53183,1.0000
9.73461,1.0000
7.05802,1.0000
8.27432,1.0000
7.68191,1.0000
8.57649,1.0000
6.11502,1.0000
5.03444,1.0000
6.32848,1.0000
5.54302,1.0000
8.67528,1.0000
9.72172,1.0000
9.65791,1.0000
9.53926,1.0000
6.08057,1.0000
8.91004,1.0000
7.18797,1.0000
6.93822,1.0000
5.18091,1.0000
6.72491,1.0000
5.35923,1.0000
8.60905,1.0000
8.55106,1.0000
8.87947,1.0000
6.00132,1.0000
9.13675,1.0000
7.66168,1.0000
8.82918,1.0000
9.03625,1.0000
5.90221,1.0000
8.10905,1.0000
6.42376,1.0000
6.34079,1.0000
9.91301,1.0000
9.08234,1.0000
5.53411,1.0000
6.08911,1.0000
7.02412,1.0000
5.51774,1.0000
5.04136,1.0000
5.78942,1.0000
8.90656,1.0000
9.57425,1.0000
7.17683,1.0000
7.71079,1.0000
5.60761,1.0000
5.79979,1.0000
8.78485,1.0000
7.54041,1.0000
6.22515,1.0000
5.58142,1.0000
7.74289,1.0000
5.19229,1.0000
8.63065,1.0000
8.03308,1.0000
5.95819,1.0000
7.66782,1.0000
8.94336,1.0000
7.1843,1.0000
9.06705,1.0000
5.06586,1.0000
8.28465,1.0000
6.4005,1.0000
5.40905,1.0000
9.99989,1.0000
7.84173,1.0000
5.64477,1.0000
8.34241,1.0000
8.05629,1.0000
8.12523,1.0000
7.35719,1.0000
5.00834,1.0000
6.40617,1.0000
5.67924,1.0000
7.75139,1.0000
6.29141,1.0000
9.22926,1.0000
9.26375,1.0000
8.63054,1.0000
8.52921,1.0000
6.13313,1.0000
5.03419,1.0000
9.89863,1.0000
5.17279,1.0000
9.30422,1.0000
5.44568,1.0000
7.69699,1.0000
9.44218,1.0000
8.53526,1.0000
9.40088,1.0000
9.24501,1.0000
5.47048,1.0000
7.5912,1.0000
7.64845,1.0000
5.01612,1.0000
8.25593,1.0000
7.3855,1.0000
7.32179,1.0000
7.50513,1.0000
8.71518,1.0000
8.38186,1.0000
8.43226,1.0000
9.36385,1.0000
6.17334,1.0000
9.20677,1.0000
5.94881,1.0000
8.02482,1.0000
5.44861,1.0000
8.69146,1.0000
5.71377,1.0000
7.6049,1.0000
5.49726,1.0000
7.73825,1.0000
9.57958,1.0000
9.68478,1.0000
9.71877,1.0000
5.9789,1.0000
8.22263,1.0000
6.0753,1.0000
5.77434,1.0000
5.89947,1.0000
6.70074,1.0000
7.51708,1.0000
7.04809,1.0000
8.82034,1.0000
7.61593,1.0000
7.34252,1.0000
8.79795,1.0000
6.90841,1.0000
9.72872,1.0000
8.65741,1.0000
6.64509,1.0000
7.43841,1.0000
8.78742,1.0000
8.26248,1.0000
8.78264,1.0000
5.25063,1.0000
7.66572,1.0000
5.1754,1.0000
9.57884,1.0000
5.89909,1.0000
7.10704,1.0000
6.23454,1.0000
5.69484,1.0000
5.30518,1.0000
8.00261,1.0000
9.41724,1.0000
7.22218,1.0000
9.32616,1.0000
5.72742,1.0000
9.56734,1.0000
9.01678,1.0000
8.37228,1.0000
5.82921,1.0000
6.28057,1.0000
8.97439,1.0000
8.05575,1.0000
5.53876,1.0000
7.78584,1.0000
9.97037,1.0000
9.06831,1.0000
6.33787,1.0000
9.72304,1.0000
7.98983,1.0000
5.51035,1.0000
6.19143,1.0000
5.79687,1.0000
6.41164,1.0000
8.41424,1.0000
5.28968,1.0000
6.49152,1.0000
7.4563,1.0000
8.32728,1.0000
9.13674,1.0000
7.3452,1.0000
7.2981,1.0000
9.8346,1.0000
8.09204,1.0000
8.79754,1.0000
5.03254,1.0000
9.33246,1.0000
7.78895,1.0000
6.79156,1.0000
9.88812,1.0000
8.1662,1.0000
8.59257,1.0000
7.81345,1.0000
9.74522,1.0000
9.89163,1.0000
8.61026,1.0000
7.5653,1.0000
6.94615,1.0000
7.00247,1.0000
7.94046,1.0000
8.99972,1.0000
7.52547,1.0000
9.95665,1.0000
9.13427,1.0000
7.16922,1.0000
5.84049,1.0000
8.77203,1.0000
9.26937,1.0000
5.68716,1.0000
8.68484,1.0000
9.78394,1.0000
5.79415,1.0000
5.51812,1.0000
8.70556,1.0000
7.91227,1.0000
8.5272,1.0000
6.52016,1.0000
9.95709,1.0000
5.16008,1.0000
6.3603,1.0000
8.43019,1.0000
9.23864,1.0000
5.0455,1.0000
9.31884,1.0000
7.25628,1.0000
9.25976,1.0000
6.29432,1.0000
7.66284,1.0000
7.20561,1.0000
9.83941,1.0000
5.38231,1.0000
5.74472,1.0000
6.08914,1.0000
6.655,1.0000
5.92822,1.0000
5.64253,1.0000
5.52836,1.0000
5.24608,1.0000
8.70981,1.0000
5.04603,1.0000
5.06559,1.0000
6.22198,1.0000
7.05168,1.0000
7.44474,1.0000
7.95413,1.0000
8.80074,1.0000
9.56089,1.0000
8.13723,1.0000
8.86394,1.0000
7.18232,1.0000
9.00614,1.0000
6.94281,1.0000
7.93042,1.0000
8.85869,1.0000
7.80432,1.0000
8.25081,1.0000
7.64103,1.0000
5.91644,1.0000
5.98556,1.0000
5.65243,1.0000
5.2556,1.0000
6.35056,1.0000
7.6514,1.0000
6.01364,1.0000
8.97807,1.0000
7.09502,1.0000
9.84422,1.0000
6.33814,1.0000
6.35302,1.0000
7.6374,1.0000
5.17035,1.0000
5.84664,1.0000
9.19108,1.0000
7.56609,1.0000
9.58244,1.0000
9.60851,1.0000
5.03314,1.0000
7.649,1.0000
9.29056,1.0000
7.76988,1.0000
9.92782,1.0000
7.84901,1.0000
5.82339,1.0000
6.58175,1.0000
6.48098,1.0000
9.87315,1.0000
7.36337,1.0000
8.40201,1.0000
9.13171,1.0000
9.57427,1.0000
7.61646,1.0000
7.25206,1.0000
5.66958,1.0000
5.51596,1.0000
8.72595,1.0000
8.72255,1.0000
7.27254,1.0000
9.00903,1.0000
8.74012,1.0000
5.30327,1.0000
9.73065,1.0000
6.07263,1.0000
9.41276,1.0000
9.06896,1.0000
5.70118,1.0000
5.39321,1.0000
7.39825,1.0000
7.33862,1.0000
7.82532,1.0000
9.62923,1.0000
5.62601,1.0000
8.79445,1.0000
9.18244,1.0000
7.31688,1.0000
9.44937,1.0000
9.90727,1.0000
8.25984,1.0000
6.64167,1.0000
7.96267,1.0000
9.96074,1.0000
6.48993,1.0000
7.60408,1.0000
7.14217,1.0000
7.30226,1.0000
6.26168,1.0000
9.00297,1.0000
5.86089,1.0000
5.05492,1.0000
5.5829,1.0000
6.43364,1.0000
7.87356,1.0000
7.74321,1.0000
8.66286,1.0000
6.13735,1.0000
8.81973,1.0000
8.08139,1.0000
9.34477,1.0000
6.05258,1.0000
8.62564,1.0000
9.31545,1.0000
6.23035,1.0000
9.77312,1.0000
5.81331,1.0000
6.62632,1.0000
6.54832,1.0000
6.43122,1.0000
8.27674,1.0000
6.44811,1.0000
6.00645,1.0000
9.59535,1.0000
7.16877,1.0000
9.02789,1.0000
6.97678,1.0000
8.14362,1.0000
9.80544,1.0000
7.04434,1.0000
9.43143,1.0000
8.45098,1.0000
8.56359,1.0000
5.91177,1.0000
6.44411,1.0000
8.69652,1.0000
9.56347,1.0000
6.32554,1.0000
5.37234,1.0000
7.29908,1.0000
7.73053,1.0000
7.87656,1.0000
6.00272,1.0000
9.1977,1.0000
8.17537,1.0000
9.7891,1.0000
5.55464,1.0000
5.58774,1.0000
5.53745,1.0000
9.14592,1.0000
5.86539,1.0000
9.81705,1.0000
7.08386,1.0000
9.55224,1.0000
7.74852,1.0000
9.94719,1.0000
8.67481,1.0000
7.71505,1.0000
9.04515,1.0000
5.01943,1.0000
5.51877,1.0000
8.71995,1.0000
8.81594,1.0000
8.03248,1.0000
5.77523,1.0000
7.88899,1.0000
8.88065,1.0000
6.03549,1.0000
8.4975,1.0000
8.48285,1.0000
6.17998,1.0000
7.2565,1.0000
6.32869,1.0000
8.42175,1.0000
7.83455,1.0000
8.23243,1.0000
9.7305,1.0000
8.30904,1.0000
5.49795,1.0000
8.07469,1.0000
6.18575,1.0000
8.81867,1.0000
9.60209,1.0000
7.21415,1.0000
7.33872,1.0000
7.45593,1.0000
6.64194,1.0000
9.6367,1.0000
5.00653,1.0000
7.98304,1.0000
8.66461,1.0000
7.87277,1.0000
5.89283,1.0000
9.88702,1.0000
6.956,1.0000
6.78763,1.0000
5.34566,1.0000
7.09101,1.0000
6.63406,1.0000
6.64025,1.0000
9.79311,1.0000
9.36001,1.0000
9.90898,1.0000
8.23564,1.0000
6.33307,1.0000
7.95462,1.0000
5.17809,1.0000
8.79099,1.0000
5.07718,1.0000
5.94061,1.0000
6.45784,1.0000
6.067,1.0000
8.53646,1.0000
5.75407,1.0000
5.56302,1.0000
8.70624,1.0000
9.9353,1.0000
8.35356,1.0000
8.31954,1.0000
5.46379,1.0000
6.13667,1.0000
5.9881,1.0000
5.37232,1.0000
6.23577,1.0000
7.10908,1.0000
9.35995,1.0000
7.15371,1.0000
8.9428,1.0000
9.58112,1.0000
9.17673,1.0000
6.15312,1.0000
9.77301,1.0000
9.15701,1.0000
5.81615,1.0000
8.05832,1.0000
7.96912,1.0000
7.12863,1.0000
6.87745,1.0000
7.43369,1.0000
8.53419,1.0000
6.57343,1.0000
8.49849,1.0000
8.00341,1.0000
6.99586,1.0000
6.94816,1.0000
5.15054,1.0000
8.80916,1.0000
9.96202,1.0000
9.39053,1.0000
8.15278,1.0000
7.65432,1.0000
8.16146,1.0000
7.53345,1.0000
6.8142,1.0000
5.50444,1.0000
5.72952,1.0000
7.48439,1.0000
5.91987,1.0000
7.33552,1.0000
6.23634,1.0000
7.66116,1.0000
7.27999,1.0000
6.79701,1.0000
6.54998,1.0000
8.41958,1.0000
5.95182,1.0000
7.94785,1.0000
7.87411,1.0000
9.68841,1.0000
5.8777,1.0000
6.90169,1.0000
8.60983,1.0000
8.69921,1.0000
9.3087,1.0000
5.43688,1.0000
5.12422,1.0000
8.50273,1.0000
5.57677,1.0000
9.45638,1.0000
7.14156,1.0000
8.05316,1.0000
7.84192,1.0000
5.31529,1.0000
9.02318,1.0000
6.69677,1.0000
8.18736,1.0000
7.18574,1.0000
6.07359,1.0000
9.03869,1.0000
9.92185,1.0000
6.31991,1.0000
7.28894,1.0000
7.43561,1.0000
6.00588,1.0000
5.04031,1.0000
7.67931,1.0000
7.26876,1.0000
5.81531,1.0000
9.03225,1.0000
5.71703,1.0000
8.27343,1.0000
5.89643,1.0000
8.29247,1.0000
5.90553,1.0000
8.66163,1.0000
7.43949,1.0000
8.45587,1.0000
7.13783,1.0000
8.9124,1.0000
7.13785,1.0000
7.21351,1.0000
8.0628,1.0000
5.1879,1.0000
9.10442,1.0000
9.45636,1.0000
6.27519,1.0000
8.40115,1.0000
8.10612,1.0000
7.48956,1.0000
5.44425,1.0000
9.14656,1.0000
8.56188,1.0000
6.38992,1.0000
5.00915,1.0000
5.68561,1.0000
6.19625,1.0000
5.81188,1.0000
5.79636,1.0000
8.50888,1.0000
8.52997,1.0000
5.84049,1.0000
5.34642,1.0000
6.19336,1.0000
5.12005,1.0000
8.77772,1.0000
9.21587,1.0000
8.57653,1.0000
9.32318,1.0000
7.54594,1.0000
7.59612,1.0000
6.03856,1.0000
7.6471,1.0000
9.78985,1.0000
8.74076,1.0000
7.48801,1.0000
7.68159,1.0000
7.50985,1.0000
7.37666,1.0000
9.80622,1.0000
9.61561,1.0000
9.14435,1.0000
6.28768,1.0000
6.86492,1.0000
8.92946,1.0000
6.02832,1.0000
8.88171,1.0000
6.96082,1.0000
7.99489,1.0000
7.09278,1.0000
8.70288,1.0000
9.8332,1.0000
9.03891,1.0000
7.79573,1.0000
8.78706,1.0000
6.81578,1.0000
5.95865,1.0000
8.69066,1.0000
5.29774,1.0000
9.02279,1.0000
5.85725,1.0000
8.39182,1.0000
8.41629,1.0000
5.5416,1.0000
9.84551,1.0000
6.66784,1.0000
5.37663,1.0000
9.35532,1.0000
9.66122,1.0000
7.33766,1.0000
6.32461,1.0000
6.34997,1.0000
7.16407,1.0000
9.66312,1.0000
6.04327,1.0000
7.20796,1.0000
6.74937,1.0000
8.55723,1.0000
7.29283,1.0000
9.58108,1.0000
8.66194,1.0000
5.14237,1.0000
6.92344,1.0000
8.1659,1.0000
6.70027,1.0000
6.71258,1.0000
5.30444,1.0000
5.64965,1.0000
8.19104,1.0000
7.93816,1.0000
7.70827,1.0000
6.56321,1.0000
7.9626,1.0000
5.87742,1.0000
6.01392,1.0000
9.61308,1.0000
5.41447,1.0000
9.30889,1.0000
9.20696,1.0000
6.24798,1.0000
8.07098,1.0000
6.31972,1.0000
6.68585,1.0000
5.26498,1.0000
7.874,1.0000
6.81802,1.0000
9.81052,1.0000
8.74057,1.0000
6.71256,1.0000
9.04848,1.0000
8.3818,1.0000
8.43058,1.0000
5.49047,1.0000
5.97055,1.0000
9.59509,1.0000
7.33449,1.0000
6.77803,1.0000
8.32597,1.0000
8.50097,1.0000
8.31226,1.0000
5.77692,1.0000
6.60897,1.0000
8.1073,1.0000
5.26733,1.0000
6.80168,1.0000
8.57602,1.0000
6.10872,1.0000
6.33767,1.0000
8.62612,1.0000
8.52369,1.0000
8.58251,1.0000
6.41096,1.0000
9.08723,1.0000
7.0286,1.0000
6.11075,1.0000
5.05645,1.0000
9.50165,1.0000
7.37527,1.0000
5.58297,1.0000
8.79595,1.0000
7.42415,1.0000
9.67149,1.0000
9.20015,1.0000
7.98885,1.0000
5.7245,1.0000
7.92501,1.0000
5.77584,1.0000
8.64889,1.0000
6.04221,1.0000
9.47676,1.0000
8.04948,1.0000
8.49047,1.0000
9.02705,1.0000
5.25437,1.0000
9.3642,1.0000
5.49881,1.0000
9.24969,1.0000
7.68908,1.0000
7.08816,1.0000
6.72671,1.0000
7.25616,1.0000
5.79751,1.0000
6.54584,1.0000
6.32583,1.0000
5.8182,1.0000
7.29681,1.0000
5.31283,1.0000
7.40087,1.0000
8.75114,1.0000
9.28783,1.0000
9.15219,1.0000
7.19163,1.0000
6.54846,1.0000
8.38601,1.0000
6.79256,1.0000
6.43551,1.0000
9.5481,1.0000
5.80403,1.0000
9.03858,1.0000
6.62593,1.0000
7.8011,1.0000
7.13718,1.0000
5.458,1.0000
6.17667,1.0000
6.43238,1.0000
5.99442,1.0000
6.96324,1.0000
6.20129,1.0000
9.62747,1.0000
7.65468,1.0000
5.38498,1.0000
8.21503,1.0000
9.11693,1.0000
5.26982,1.0000
7.02746,1.0000
5.65225,1.0000
7.244,1.0000
7.2129,1.0000
7.60679,1.0000
6.05585,1.0000
6.26779,1.0000
9.95996,1.0000
5.84678,1.0000
5.93518,1.0000
6.96202,1.0000
5.36326,1.0000
5.54004,1.0000
8.40238,1.0000
5.49276,1.0000
6.76636,1.0000
6.99661,1.0000
6.89254,1.0000
6.83014,1.0000
7.885,1.0000
5.11071,1.0000
7.37747,1.0000
9.34981,1.0000
5.41988,1.0000
8.86416,1.0000
6.81981,1.0000
5.73738,1.0000
8.41159,1.0000
9.24253,1.0000
5.90947,1.0000
8.10471,1.0000
9.98327,1.0000
6.18848,1.0000
5.34953,1.0000
9.17294,1.0000
8.36816,1.0000
7.44306,1.0000
7.16716,1.0000
6.69817,1.0000
9.56269,1.0000
5.8657,1.0000
9.77488,1.0000
8.51093,1.0000
5.15794,1.0000
9.75786,1.0000
7.58741,1.0000
7.30486,1.0000
8.81276,1.0000
7.37621,1.0000
9.76444,1.0000
7.13968,1.0000
5.7031,1.0000
6.95396,1.0000
8.72569,1.0000
9.0991,1.0000
7.77781,1.0000
8.11724,1.0000
8.90992,1.0000
6.03324,1.0000
9.95457,1.0000
7.47717,1.0000
8.98349,1.0000
7.20734,1.0000
8.09291,1.0000
7.65101,1.0000
5.7019,1.0000
5.25404,1.0000
7.77534,1.0000
6.83855,1.0000
7.39674,1.0000
6.47603,1.0000
7.56383,1.0000
5.86178,1.0000
8.59244,1.0000
5.76297,1.0000
5.99745,1.0000
7.75875,1.0000
6.12499,1.0000
9.19823,1.0000
9.47113,1.0000
7.01441,1.0000
5.7365,1.0000
8.79114,1.0000
7.81168,1.0000
5.99863,1.0000
7.31667,1.0000
5.22785,1.0000
6.07594,1.0000
9.66492,1.0000
7.44315,1.0000
5.15294,1.0000
7.6937,1.0000
5.75852,1.0000
5.36562,1.0000
7.00374,1.0000
6.84193,1.0000
7.49222,1.0000
8.00593,1.0000
7.366,1.0000
6.40843,1.0000
9.21847,1.0000
9.73261,1.0000
5.29669,1.0000
7.596,1.0000
5.00577,1.0000
6.70075,1.0000
8.64055,1.0000
9.42233,1.0000
7.68127,1.0000
5.86629,1.0000
6.59095,1.0000
5.27838,1.0000
6.09998,1.0000
9.89271,1.0000
7.13965,1.0000
6.21374,1.0000
7.63979,1.0000
5.34141,1.0000
8.92996,1.0000
9.863,1.0000
9.9749,1.0000
5.22827,1.0000
5.81966,1.0000
6.28936,1.0000
9.39612,1.0000
7.30791,1.0000
5.48751,1.0000
6.59347,1.0000
7.51809,1.0000
5.05214,1.0000
7.47282,1.0000
7.27609,1.0000
9.68471,1.0000
8.91681,1.0000
8.92713,1.0000
8.16893,1.0000
7.03458,1.0000
8.12551,1.0000
7.56129,1.0000
9.8674,1.0000
9.55422,1.0000
9.4652,1.0000
8.75549,1.0000
8.71456,1.0000
5.36762,1.0000
7.86989,1.0000
6.00562,1.0000
9.96559,1.0000
6.57076,1.0000
7.60466,1.0000
6.77126,1.0000
7.83342,1.0000
9.11265,1.0000
9.53781,1.0000
5.70867,1.0000
5.28093,1.0000
5.9828,1.0000
9.96699,1.0000
5.38363,1.0000
8.82921,1.0000
9.38896,1.0000
7.46977,1.0000
9.8778,1.0000
5.39403,1.0000
6.48485,1.0000
8.66058,1.0000
8.87012,1.0000
7.4886,1.0000
8.46944,1.0000
6.07695,1.0000
9.33271,1.0000
7.82849,1.0000
9.13162,1.0000
6.6335,1.0000
8.90789,1.0000
9.18956,1.0000
6.00033,1.0000
8.71569,1.0000
5.91475,1.0000
5.3436,1.0000
7.75547,1.0000
6.21585,1.0000
6.74983,1.0000
9.85425,1.0000
8.4104,1.0000
5.96502,1.0000
6.2756,1.0000
9.83459,1.0000
7.2143,1.0000
7.80942,1.0000
7.06413,1.0000
9.39285,1.0000
6.51569,1.0000
7.776,1.0000
8.79685,1.0000
8.34587,1.0000
8.14607,1.0000
9.61822,1.0000
7.17662,1.0000
8.64953,1.0000
9.88829,1.0000
9.92255,1.0000
7.31994,1.0000
6.55509,1.0000
9.23899,1.0000
5.91751,1.0000
5.5221,1.0000
9.84493,1.0000
5.21058,1.0000
6.83505,1.0000
9.88402,1.0000
7.9691,1.0000
9.07088,1.0000
7.90202,1.0000
7.22131,1.0000
6.28416,1.0000
8.53923,1.0000
6.3142,1.0000
9.42681,1.0000
8.47119,1.0000
8.3914,1.0000
9.92546,1.0000
6.0254,1.0000
5.70757,1.0000
9.56573,1.0000
5.39203,1.0000
7.0729,1.0000
7.40215,1.0000
5.86847,1.0000
6.88552,1.0000
8.47336,1.0000
6.82123,1.0000
9.28641,1.0000
7.26796,1.0000
9.73524,1.0000
5.0823,1.0000
8.56849,1.0000
5.819,1.0000
9.14692,1.0000
6.25524,1.0000
6.0984,1.0000
6.95033,1.0000
5.1304,1.0000
5.41107,1.0000
9.35443,1.0000
5.43186,1.0000
6.6223,1.0000
5.38268,1.0000
7.35864,1.0000
5.96577,1.0000
8.94679,1.0000
7.60534,1.0000
5.02214,1.0000
9.47085,1.0000
8.76496,1.0000
6.24369,1.0000
8.47929,1.0000
7.78987,1.0000
8.37123,1.0000
7.61785,1.0000
5.54589,1.0000
7.64049,1.0000
8.68322,1.0000
6.414,1.0000
9.59241,1.0000
5.46582,1.0000
7.12536,1.0000
7.46573,1.0000
9.8905,1.0000
7.32086,1.0000
5.38261,1.0000
8.77302,1.0000
5.67398,1.0000
6.34357,1.0000
7.4844,1.0000
9.8461,1.0000
9.82359,1.0000
8.07381,1.0000
8.1854,1.0000
7.45522,1.0000
9.5887,1.0000
8.70891,1.0000
5.6475,1.0000
5.67798,1.0000
5.76971,1.0000
6.52291,1.0000
5.62244,1.0000
9.22141,1.0000
7.42254,1.0000
7.73539,1.0000
7.32129,1.0000
8.67783,1.0000
9.1332,1.0000
5.50626,1.0000
9.02437,1.0000
5.34455,1.0000
5.25452,1.0000
8.47771,1.0000
7.32498,1.0000
5.0234,1.0000
6.67107,1.0000
8.24281,1.0000
6.33835,1.0000
9.27787,1.0000
9.98146,1.0000
8.04249,1.0000
8.88394,1.0000
8.68795,1.0000
8.70234,1.0000
9.34938,1.0000
7.47497,1.0000
9.23883,1.0000
8.3389,1.0000
7.51484,1.0000
9.53003,1.0000
8.57257,1.0000
8.1605,1.0000
9.95908,1.0000
8.65078,1.0000
7.30716,1.0000
8.74115,1.0000
9.53838,1.0000
5.38446,1.0000
5.91743,1.0000
5.77027,1.0000
5.76659,1.0000
5.75483,1.0000
5.53286,1.0000
8.57158,1.0000
8.1574,1.0000
9.40409,1.0000
6.66649,1.0000
8.90391,1.0000
7.76666,1.0000
7.01315,1.0000
6.60973,1.0000
5.46566,1.0000
9.97764,1.0000
8.88179,1.0000
7.63589,1.0000
7.28114,1.0000
9.93238,1.0000
9.69563,1.0000
5.91156,1.0000
8.66973,1.0000
9.59248,1.0000
8.13523,1.0000
6.50665,1.0000
9.36825,1.0000
8.68922,1.0000
8.81306,1.0000
9.15662,1.0000
8.74633,1.0000
9.16601,1.0000
9.50621,1.0000
9.30966,1.0000
7.4936,1.0000
6.87921,1.0000
9.6941,1.0000
7.27862,1.0000
7.87646,1.0000
5.03246,1.0000
8.07776,1.0000
5.38899,1.0000
5.50431,1.0000
9.88418,1.0000
9.2419,1.0000
8.2789,1.0000
6.96796,1.0000
9.19768,1.0000
9.43609,1.0000
5.00447,1.0000
8.89093,1.0000
7.78678,1.0000
9.2925,1.0000
8.13358,1.0000
5.29983,1.0000
5.69766,1.0000
8.38266,1.0000
8.82306,1.0000
8.03276,1.0000
6.81619,1.0000
9.10387,1.0000
7.61275,1.0000
9.35537,1.0000
6.53497,1.0000
5.81972,1.0000
5.32296,1.0000
7.06797,1.0000
6.75299,1.0000
7.29457,1.0000
8.91838,1.0000
7.87501,1.0000
5.55554,1.0000
7.02635,1.0000
7.37395,1.0000
8.77253,1.0000
6.02016,1.0000
5.38174,1.0000
8.19616,1.0000
5.8273,1.0000
6.76724,1.0000
7.6135,1.0000
5.91555,1.0000
6.44625,1.0000
7.4417,1.0000
6.29502,1.0000
6.64336,1.0000
6.73737,1.0000
8.75853,1.0000
5.90212,1.0000
6.12367,1.0000
9.71104,1.0000
7.53202,1.0000
6.72848,1.0000
7.57359,1.0000
9.66855,1.0000
5.0529,1.0000
8.43328,1.0000
8.08172,1.0000
9.47797,1.0000
5.83826,1.0000
5.15253,1.0000
5.20739,1.0000
7.95554,1.0000
8.31396,1.0000
5.89382,1.0000
5.65104,1.0000
8.52408,1.0000
5.21109,1.0000
7.48933,1.0000
6.83665,1.0000
8.55782,1.0000
8.75705,1.0000
7.26223,1.0000
5.10092,1.0000
6.43207,1.0000
8.31524,1.0000
5.20318,1.0000
9.29323,1.0000
7.58161,1.0000
8.63804,1.0000
7.88288,1.0000
6.37952,1.0000
7.82928,1.0000
5.25478,1.0000
5.29753,1.0000
7.55005,1.0000
5.98157,1.0000
8.85217,1.0000
9.37373,1.0000
8.30943,1.0000
6.49975,1.0000
8.11845,1.0000
8.24953,1.0000
7.95069,1.0000
5.65968,1.0000
5.15903,1.0000
5.76177,1.0000
7.37128,1.0000
5.94934,1.0000
9.26732,1.0000
7.5838,1.0000
8.99298,1.0000
6.46544,1.0000
5.26917,1.0000
8.92399,1.0000
9.91028,1.0000
7.28839,1.0000
7.69263,1.0000
7.05259,1.0000
9.77112,1.0000
5.65822,1.0000
9.02157,1.0000
6.67417,1.0000
7.5988,1.0000
9.34195,1.0000
5.57966,1.0000
9.82576,1.0000
8.72653,1.0000
6.30873,1.0000
8.96668,1.0000
7.80047,1.0000
9.59955,1.0000
6.38406,1.0000
6.00821,1.0000
8.30489,1.0000
6.96064,1.0000
8.40305,1.0000
5.87958,1.0000
7.75764,1.0000
5.51542,1.0000
6.82995,1.0000
8.48748,1.0000
5.98751,1.0000
9.00456,1.0000
8.18626,1.0000
6.03784,1.0000
7.47998,1.0000
8.95438,1.0000
7.4906,1.0000
7.35186,1.0000
8.78568,1.0000
5.07183,1.0000
6.02483,1.0000
9.35928,1.0000
8.76702,1.0000
7.41073,1.0000
6.14441,1.0000
9.28944,1.0000
5.3673,1.0000
5.49652,1.0000
9.90623,1.0000
8.99402,1.0000
6.43087,1.0000
6.69444,1.0000
9.48816,1.0000
9.68269,1.0000
6.2242,1.0000
7.75931,1.0000
5.41942,1.0000
8.48935,1.0000
7.89222,1.0000
8.93454,1.0000
5.55552,1.0000
5.29028,1.0000
5.84295,1.0000
5.6212,1.0000
7.37498,1.0000
8.23573,1.0000
9.38643,1.0000
7.20195,1.0000
6.78991,1.0000
9.42608,1.0000
6.94524,1.0000
5.76739,1.0000
5.04642,1.0000
9.64091,1.0000
8.10458,1.0000
9.31506,1.0000
9.9363,1.0000
7.82527,1.0000
6.62005,1.0000
8.15269,1.0000
9.79724,1.0000
5.75295,1.0000
6.75599,1.0000
5.6916,1.0000
5.65408,1.0000
8.88743,1.0000
8.25268,1.0000
6.91358,1.0000
6.59146,1.0000
9.78686,1.0000
5.66256,1.0000
5.80421,1.0000
7.78436,1.0000
9.2504,1.0000
8.88511,1.0000
9.60689,1.0000
9.90004,1.0000
7.15563,1.0000
7.76377,1.0000
9.8206,1.0000
6.93346,1.0000
9.04676,1.0000
5.04828,1.0000
9.53786,1.0000
7.63033,1.0000
5.27692,1.0000
7.09316,1.0000
8.40173,1.0000
8.22289,1.0000
8.52296,1.0000
5.19248,1.0000
6.88032,1.0000
5.81712,1.0000
8.48186,1.0000
7.62349,1.0000
9.6428,1.0000
5.91756,1.0000
8.78593,1.0000
9.49869,1.0000
6.91857,1.0000
7.58501,1.0000
9.18438,1.0000
8.6191,1.0000
7.74147,1.0000
6.5213,1.0000
7.78405,1.0000
8.69559,1.0000
8.13784,1.0000
7.09505,1.0000
8.89928,1.0000
5.96297,1.0000
9.62432,1.0000
7.91069,1.0000
5.03508,1.0000
7.50155,1.0000
5.83197,1.0000
7.64574,1.0000
7.80926,1.0000
8.92437,1.0000
7.2414,1.0000
9.88651,1.0000
5.60419,1.0000
9.8116,1.0000
6.69181,1.0000
9.95766,1.0000
7.57596,1.0000
8.59741,1.0000
5.94629,1.0000
5.93498,1.0000
5.11652,1.0000
9.6721,1.0000
5.55629,1.0000
6.6925,1.0000
8.27737,1.0000
8.07013,1.0000
6.38111,1.0000
6.6153,1.0000
7.81875,1.0000
6.33235,1.0000
5.18614,1.0000
5.09153,1.0000
8.26351,1.0000
7.3829,1.0000
8.24988,1.0000
5.60095,1.0000
8.34946,1.0000
9.94583,1.0000
8.62998,1.0000
9.4585,1.0000
6.62093,1.0000
8.10765,1.0000
6.86976,1.0000
6.71307,1.0000
6.85025,1.0000
8.84214,1.0000
9.27629,1.0000
7.26478,1.0000
9.6672,1.0000
6.25605,1.0000
9.35424,1.0000
9.36986,1.0000
5.15561,1.0000
5.42907,1.0000
9.63765,1.0000
6.02671,1.0000
6.76597,1.0000
7.75646,1.0000
5.68837,1.0000
7.85159,1.0000
8.10103,1.0000
6.94383,1.0000
9.92296,1.0000
7.77152,1.0000
7.55129,1.0000
9.05664,1.0000
9.84308,1.0000
7.5256,1.0000
6.54637,1.0000
6.56487,1.0000
6.56117,1.0000
5.9805,1.0000
8.29729,1.0000
9.52686,1.0000
6.77813,1.0000
9.37336,1.0000
9.0898,1.0000
9.83757,1.0000
5.81276,1.0000
9.67193,1.0000
6.52388,1.0000
